Basics,Basics,Basics,Basics,Basics,Basics,Discoverability,Discoverability
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,National Plan and Provider Enumeration System - National Provider Identifier API,https://npiregistry.cms.hhs.gov/registry/help-api,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,Nursing Home Compare - Provider Ratings API,https://data.medicare.gov/developers/docs/nursing-home-compare-provider-ratings,,https://data.medicare.gov/,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,Spending Breakdown by Claim API,https://data.medicare.gov/developers/docs/spending-breakdown-by-claim,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,CMS Innovative Center Model Participants,https://data.cms.gov/developers/docs/cms-innovation-center-model-participants,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,CMS Newsroom,https://data.cms.gov/developers/docs/cms-newsroom,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,Savings Calculator,https://data.cms.gov/developers/docs/savings-calculator,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,Hospitals in Partnership of Patients Hospital Engagement Networks (HENs),https://data.cms.gov/developers/docs/hospitals-in-the-partnership-for-patients-hospital-engagement-networks-hens,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,PfP Pledge Database,https://data.cms.gov/developers/docs/pfp-pledge-database,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,CMS Innovation Center Model Awardees,https://data.cms.gov/developers/docs/cms-innovation-center-model-awardees,,,
Department of Health and Human Services,Centers for Medicare and Medicaid Services,---,CMS Innovation Center Data And Reports,https://data.cms.gov/developers/docs/cms-innovation-center-data-and-reports,,,
Department of Health and Human Services,Centers for Disease Control,---,Content API,https://tools.cdc.gov/syndication/api.aspx,,,
Department of Health and Human Services,Centers for Disease Control,---,Health Indicators Warehouse API,http://healthindicators.gov/Developers/,,https://healthindicators.gov/Developers/,
Department of Health and Human Services,Centers for Disease Control,---,Public Health Infomation Network Vocabulary Access and Distribution System API,https://phinvads.cdc.gov/vads/developersGuide.action,,,
Department of Health and Human Services,Centers for Disease Control,---,Wonder Data,http://wonder.cdc.gov/wonder/help/WONDER-API.html,,,
Department of Health and Human Services,Food and Drug Administration,---,Content API,http://tools.fda.gov/CSStorefront/api.aspx,,,
Department of Health and Human Services,Food and Drug Administration,---,Adverse Events API,https://open.fda.gov/drug/event/,,https://open.fda.gov,
Department of Health and Human Services,Food and Drug Administration,---,Enforcement Reports API,https://open.fda.gov/device/enforcement/,,,
Department of Health and Human Services,Food and Drug Administration,---,Drug Labels API,https://open.fda.gov/drug/label/,,,
Department of Health and Human Services,Health Resources and Services Administration,---,Ryan White HIV/AIDS Medical Care Providers API,http://datawarehouse.hrsa.gov/HDWDataServiceExternal/HdwDataWebServiceExternal.asmx?op=FindHIVAIDSCareProvidersAroundALocation,,,
Department of Health and Human Services,Health Resources and Services Administration,---,Health Centers Location API,http://datawarehouse.hrsa.gov/HDWDataServiceExternal/HdwDataWebServiceExternal.asmx?op=FindHealthCentersAroundALocation,,,
Department of Health and Human Services,Health Resources and Services Administration,---,Health Centers Area API,http://datawarehouse.hrsa.gov/HDWDataServiceExternal/HdwDataWebServiceExternal.asmx?op=FindHealthCentersByArea,,,
Department of Health and Human Services,Health Resources and Services Administration,---,Infant Mortality API,http://datawarehouse.hrsa.gov/HDWDataServiceExternal/HdwDataWebServiceExternal.asmx?op=FindInfantMortalityByFIPSCode,,,
Department of Health and Human Services,Health Resources and Services Administration,---,Infant Mortality 2 API,http://datawarehouse.hrsa.gov/HDWDataServiceExternal/HdwDataWebServiceExternal.asmx?op=FindInfantMortalityByFIPSCodeInXmlDoc,,,
Department of Health and Human Services,Health Resources and Services Administration,---,Data Warehouse Online Map Service,http://datawarehouse.hrsa.gov/HGDWFeatureService.aspx,,,
Department of Health and Human Services,Indian Health Service,---,ArcGIS Web Service,https://gis.ihs.gov/ArcGIS/rest/services/public/,,,
Department of Health and Human Services,National Insitutes of Health,---,NIH Enterprise Web Services,https://federation.nih.gov/webServices.asp,,,
Department of Health and Human Services,National Insitutes of Health,---,BioAssay Research Database,https://github.com/ncats/bard/wiki,,,
Department of Health and Human Services,National Insitutes of Health,---,3D Print,https://niaid.github.io/3dpx_api/,,,
Department of Health and Human Services,National Cancer Insitute,---,caIntegrator,http://caintegrator-info.nci.nih.gov/developers/,,,
Department of Health and Human Services,National Cancer Insitute,---,"Cancer.gov Surveillance, Epidemiology, and End Results API",https://api.seer.cancer.gov/home.do,,,
Department of Health and Human Services,National Cancer Insitute,---,Biological DataBase Network Web Services,http://biodbnet.abcc.ncifcrf.gov/webServices/,,,
Department of Health and Human Services,National Cancer Insitute,---,Cancer Data Standards Registry and Repository APIs,https://wiki.nci.nih.gov/display/caDSR/caDSR+APIs,,,
Department of Health and Human Services,National Cancer Insitute,---,Object Cart API,https://wiki.nci.nih.gov/display/caDSR/Object+Cart+API,,,
Department of Health and Human Services,National Cancer Insitute,---,Clinical Trials API,https://clinicaltrialsapi.cancer.gov/,,,
Department of Health and Human Services,National Cancer Insitute,---,Genomic Data Commons API,https://gdc.cancer.gov/developers/gdc-application-programming-interface-api,,https://gdc.cancer.gov/developers,
Department of Health and Human Services,National Institute of Allergy and Infectious Diseases,---,Content API,http://tools.niaid.nih.gov/register/api.aspx,,,
Department of Health and Human Services,National Institute of Allergy and Infectious Diseases,---,DAVID API,http://david.abcc.ncifcrf.gov/content.jsp?file=WS.html,,,
Department of Health and Human Services,National Institute on Drug Abuse,---,Drug Use Screening Tool API,http://www.drugabuse.gov/developers/nmassist,,https://www.drugabuse.gov/developer,
Department of Health and Human Services,National Institute of Neurological Disorders and Stroke,---,Research Services Branch's Developer Resources,http://rsb.info.nih.gov/ij/developer/,,,
Department of Health and Human Services,National Library of Medicine,---,AIDSinfo API,http://aidsinfo.nih.gov/api,,,
Department of Health and Human Services,National Library of Medicine,---,Basic Local Alignment Search Tool API,http://blast.ncbi.nlm.nih.gov/Blast.cgi?CMD=Web&PAGE_TYPE=BlastDocs&DOC_TYPE=DeveloperInfo,,,
Department of Health and Human Services,National Library of Medicine,---,ChemSpell API,http://chemspell.nlm.nih.gov/spell/,,,
Department of Health and Human Services,National Library of Medicine,---,ClinicalTrials.gov API,http://clinicaltrials.gov/ct2/info/linking,,,
Department of Health and Human Services,National Library of Medicine,---,DailyMed API,http://dailymed.nlm.nih.gov/dailymed/help.cfm,,,
Department of Health and Human Services,National Library of Medicine,---,Digital Collections Web Service,http://collections.nlm.nih.gov/web_service.html,,,
Department of Health and Human Services,National Library of Medicine,---,Directory of Information Resources Online API,http://dirline.nlm.nih.gov/dirlineapi/DIRLINEWebService.html,,,
Department of Health and Human Services,National Library of Medicine,---,Entrez Programming Utilities API,http://www.ncbi.nlm.nih.gov/bookshelf/br.fcgi?book=helpeutils,,,
Department of Health and Human Services,National Library of Medicine,---,Genetics Home Reference API,http://ghr.nlm.nih.gov/LinkingTo,,,
Department of Health and Human Services,National Library of Medicine,---,MedlinePlus Connect API,http://www.nlm.nih.gov/medlineplus/connect/service.html,,,
Department of Health and Human Services,National Library of Medicine,---,MedlinePlus Health Topics API,http://www.nlm.nih.gov/medlineplus/webservices.html,,,
Department of Health and Human Services,National Library of Medicine,---,MetaMap API,http://metamap.nlm.nih.gov/#MetaMapJavaApi,,,
Department of Health and Human Services,National Library of Medicine,---,National Drug File-Reference Terminology API,http://rxnav.nlm.nih.gov/NdfrtAPI.html,,,
Department of Health and Human Services,National Library of Medicine,---,Pillbox API,http://pillbox.nlm.nih.gov/API-documentation.html,,https://pillbox.nlm.nih.gov/developer.html,
Department of Health and Human Services,National Library of Medicine,---,Data Portal Pilot Project API - unpublished,https://dev.socrata.com/foundry/datadiscovery.nlm.nih.gov/asne-f5uu,,,
Department of Health and Human Services,National Library of Medicine,---,PubMed Central Open Access Web Service,http://www.ncbi.nlm.nih.gov/pmc/tools/oa-service/,,,
Department of Health and Human Services,National Library of Medicine,---,PubMed Central Open Archives Initiative Web Service,http://www.ncbi.nlm.nih.gov/pmc/tools/oai/,,,
Department of Health and Human Services,National Library of Medicine,---,PubChem Power User Gateway API,http://pubchem.ncbi.nlm.nih.gov/pug/pughelp.html,,,
Department of Health and Human Services,National Library of Medicine,---,RxMix API,http://mor.nlm.nih.gov/RxMix/,,,
Department of Health and Human Services,National Library of Medicine,---,RxNorm API,http://rxnav.nlm.nih.gov/RxNormAPI.html,,,
Department of Health and Human Services,National Library of Medicine,---,RxTerms API,http://rxnav.nlm.nih.gov/RxTermsAPI.html,,,
Department of Health and Human Services,National Library of Medicine,---,Semantic Knowledge Representation API,http://skr.nlm.nih.gov/SKR_API/,,,
Department of Health and Human Services,National Library of Medicine,---,TOXNET API,http://toxnet.nlm.nih.gov/toxnetapi/TOXNETWebService.html,,,
Department of Health and Human Services,National Library of Medicine,---,Unified Medical Language System (UMLS) Terminology Services API,https://documentation.uts.nlm.nih.gov/rest/home.html,,,
Department of Health and Human Services,National Library of Medicine,---,Value Set Authority Center (VSAC) API,https://vsac.nlm.nih.gov/,,,
Department of Health and Human Services,National Library of Medicine,---,Voyager API,http://www.nlm.nih.gov/services/lpz3950.html,,,
Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,---,Content Repository APIs,http://store.samhsa.gov/developer,,,
Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,---,RecoveryMonth.gov Web Services,http://recoverymonth.gov/webservices/events.asmx,,,
Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,---,Store Developer APIs,http://store.samhsa.gov/developer,,,
Department of Homeland Security,---,---,National Terrorism Advisory System,http://www.dhs.gov/ntas-api-documentation,,https://www.dhs.gov/developer,
Department of Homeland Security,Coast Guard,---,Port State Information web service,http://psix.uscg.mil/xml/PSIXData.asmx,,,
Department of Homeland Security,Citizenship and Immigration Services,---,E-Verify Web Services,http://www.uscis.gov/sites/default/files/USCIS/Verification/E-Verify/E-Verify_Native_Documents/E-Verify%20Manuals%20and%20Guides/Supplemental_Guide_for_Web_Services_Users.pdf,,,
Department of Homeland Security,Federal Emergency Management Agency,---,Public Assistance Funded Projects - Summary,https://www.fema.gov/developers-page/openfema-dataset-public-assistance-funded-projects-summaries-v1,,https://www.fema.gov/developer-resources,
Department of Homeland Security,Federal Emergency Management Agency,---,Public Assistance Funded Projects - Details,https://www.fema.gov/data-feeds/openfema-dataset-public-assistance-funded-projects-details-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,Public Assistance Applicants,https://www.fema.gov/data-feeds/openfema-dataset-public-assistance-applicants-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,Hazard Mitigation Grant Program Property Acquisitions,http://www.fema.gov/data-feeds/openfema-dataset-hazard-mitigation-grant-program-property-acquisitions-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,Hazard Mitigation Grants,https://www.fema.gov/data-feeds/openfema-dataset-hazard-mitigation-grants-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,Disaster Declarations Summaries,http://www.fema.gov/data-feeds/openfema-dataset-disaster-declarations-summaries-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,OpenFEMA Datasets,https://www.fema.gov/data-feeds/openfema-dataset-openfema-data-sets-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,OpenFEMA Dataset Fields,https://www.fema.gov/data-feeds/openfema-dataset-openfema-data-set-fields-v1,,,
Department of Homeland Security,Federal Emergency Management Agency,---,FEMA Enterprise GIS Services,http://gis.fema.gov/REST/services,,,
Department of Homeland Security,Transportation Security Administration,---,TSA MyTSA API,http://www.dhs.gov/mytsa-api-documentation,,,
Department of Housing and Urban Development,---,---,ArcGIS Services,http://egis.hud.gov/ArcGIS/rest/services,,,
Department of Housing and Urban Development,---,---,Housing Counseling Information,http://data.hud.gov/housing_counseling.html,,https://www.hud.gov/developer,
Department of Housing and Urban Development,---,---,IMAX system,http://portal.hud.gov/hudportal/HUD?src=/program_offices/housing/mfh/trx/trxdocs,,,
Department of Housing and Urban Development,---,---,Section 3 Housing Lookup,http://data.hud.gov/section3.html,,,
Department of Housing and Urban Development,---,---,Location Affordability Index,http://services.arcgis.com/VTyQ9soqVukalItT/arcgis/rest/services/LocationAffordabilityIndexData/FeatureServer,,,https://www.doi.gov/developer
Department of the Interior,Bureau of Land Management,---,Areas of Critical Environmental Concern ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/ACEC/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Administrative Areas ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/Basemaps/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Geocommunicator Map Services,http://www.blm.gov/nils/GeoComm/home_services.html#Map,,,
Department of the Interior,Bureau of Land Management,---,General Land Office Web Services,http://www.glorecords.blm.gov/WebServices/glorecords.asmx,,,
Department of the Interior,Bureau of Land Management,---,Land Description Services,http://www.blm.gov/nils/GeoComm/home_services.html#Data,,,
Department of the Interior,Bureau of Land Management,---,Landscape ARCGIS Server,http://www.landscape.blm.gov/ArcGIS/rest/services,,,
Department of the Interior,Bureau of Land Management,---,Oil and Gas Lease Sale Parcels ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/Oil_Gas/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Public Land Survey System ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/PLSS/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Rangeland ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/Rangeland/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Right-of-Way ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/ROW/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Solar ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/Solar/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Surface Management Agency ARCGIS Server,http://www.geocommunicator.gov/ARCGIS/REST/services/SMA/MapServer,,,
Department of the Interior,Bureau of Land Management,---,Survey Exporter Service,http://www.blm.gov/nils/GeoComm/home_services.html#Data,,,
Department of the Interior,Bureau of Land Management,---,Township Geocoder Service,http://www.blm.gov/nils/GeoComm/home_services.html#Data,,,
Department of the Interior,Bureau of Ocean Energy Management,---,BOEM ARCGIS Server,http://gis.boemre.gov/arcgis/sdk/rest/,,,
Department of the Interior,Fish and Wildlife Service,---,Critical Habitat Portal,http://criticalhabitat.fws.gov/,,,
Department of the Interior,Fish and Wildlife Service,---,Environmental Conservation Online System Web Services,http://ecos.fws.gov/tat_services/,,,
Department of the Interior,Fish and Wildlife Service,---,Fish & Wildlife Service ARCGIS Service,http://gis.fws.gov/arcgis/,,,
Department of the Interior,Fish and Wildlife Service,---,National Wetlands Inventory Web Map Services,http://www.fws.gov/wetlands/Data/Web-Map-Services.html,,,
Department of the Interior,Fish and Wildlife Service,---,Threatened & Endangered Species Query Web Service,http://ecos.fws.gov/tat_services/web/html/TessQuery.html,,,
Department of the Interior,National Park Service,---,ArcGIS Server REST API,http://mapservices.nps.gov/arcgis/sdk/rest/index.html?query.html,,,
Department of the Interior,National Park Service,---,NPMap,http://www.nps.gov/npmap/support/api.html,,,
Department of the Interior,National Park Service,---,,developer.nps.gov/,,https://www.nps.gov/developer,
Department of the Interior,Office of Surface Mining Reclamation and Enforcement,---,OSMRE ARCGIS Server,http://geomine.osmre.gov/ArcGIS/rest,,,
Department of the Interior,US Geological Survey,---,Biodiversity Information Serving Our Nation API,http://bison.usgs.ornl.gov/services.html,,https://data.usgs.gov/,
Department of the Interior,US Geological Survey,---,Eastern Geographic Science Center Map Web Services,http://sscweb.gsfc.nasa.gov/WebServices/,,,
Department of the Interior,US Geological Survey,---,Earthquake Hazards API,http://comcat.cr.usgs.gov/fdsnws/event/1/,,,
Department of the Interior,US Geological Survey,---,Earthquake Data - Vs30 application,http://earthquake.usgs.gov/hazards/apps/vs30/documentation.php,,,
Department of the Interior,US Geological Survey,---,Grand Canyon Monitoring and Research Center,http://www.gcmrc.gov/WebService.asmx,,,
Department of the Interior,US Geological Survey,---,Map-A-Planet: Web Map Service,http://www.mapaplanet.gov/explorer/help/wmsUserDoc.html,,,
Department of the Interior,US Geological Survey,---,National Atlas Web Feature Service,http://nationalatlas.gov/infodocs/wfs_intro.html,,,
Department of the Interior,US Geological Survey,---,National Atlas Web Map Services,http://nationalatlas.gov/infodocs/wms_intro.html,,,
Department of the Interior,US Geological Survey,---,NationalMap.gov Web Services,http://viewer.nationalmap.gov/example/services.html,,https://viewer.nationalmap.gov/example/services.html,
Department of the Interior,US Geological Survey,---,ScienceBase API,https://www.sciencebase.gov/confluence/display/sciencebase/ScienceBase+Item+Services,,,
Department of the Interior,US Geological Survey,---,ScienceBase Web Services,https://www.sciencebase.gov/catalog/items?filter0=browseCategory%3DData,,,
Department of the Interior,US Geological Survey,---,Streamstats Web Services,http://streamstatsags.cr.usgs.gov/webservices/wsui.htm,,,
Department of the Interior,US Geological Survey,---,Water Quality Portal Web Services,http://www.waterqualitydata.us/webservices_documentation.jsp,,,
Department of the Interior,US Geological Survey,---,Daily Values` (DV) Web Services,http://waterservices.usgs.gov/rest/DV-Test-Tool.html,,,
Department of the Interior,US Geological Survey,---,Groundwater Levels Web Services,http://waterservices.usgs.gov/rest/GW-Levels-Test-Tool.html,,,
Department of the Interior,US Geological Survey,---,Instantaneous Values (IV) Web Services,http://waterservices.usgs.gov/rest/IV-Test-Tool.html,,,
Department of the Interior,US Geological Survey,---,Water Services - Site Service,http://waterservices.usgs.gov/rest/Site-Test-Tool.html,,,
Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",---,Time To Crime Rates For Firearms With A Recovery,https://atf.socrata.com/developers/docs/time-to-crime-rates-for-firearms-with-a-recovery,,https://www.atf.gov/content/About/statistics/developer,
Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",---,API for Top 15 Source States with a Recovery,https://atf.socrata.com/developers/docs/top-15-source-states-with-a-recovery,,,
Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",---,API for Top Categories Reported On Firearm Traces with a Recovery,https://atf.socrata.com/developers/docs/top-categories-reported-on-firearm-traces-with-a-recovery,,,
Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",---,API for Top Recovery Cities For Firearms With A Recovery,https://atf.socrata.com/developers/docs/top-recovery-cities-for-firearms-with-a-recovery,,,
Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",---,Pistols - Firearms Manufacturing Report,https://atf.socrata.com/developers/docs/pistols-firearms-manufacturing-report,,,
Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",---,API for Firearms Types With A Recovery,https://atf.socrata.com/developers/docs/firearms-types-with-a-recovery,,,
Department of Justice,Bureau of Justice Statistics,---,National Crime Victimization Survey API,http://www.bjs.gov/developer/ncvs/index.cfm,,https://www.bjs.gov/developer/,
Department of Justice,Drug Enforcement Agency,---,E-Commerce API,http://www.deaecom.gov/developer.html,,https://www.deaecom.gov/developer.html,
Department of Justice,Federal Bureau of Investigation,---,FBI Most Wanted API,https://api.fbi.gov/docs/wanted/index.html,,,https://www.justice.gov/developer
Department of Justice,Federal Bureau of Investigation,---,Crime Data Explorer API,https://api.fbi.gov/docs/wanted/index.html,,,
Department of Justice,Office of Information Policy,---,FOIA,https://www.foia.gov/developer/,,https://www.foia.gov/developer/,
Department of Justice,Office of Justice Programs,---,Award Selector API,http://data.ojp.gov/developer/awards/index.html,,https://data.ojp.gov/developer/,
Department of Justice,Office of Justice Programs,---,Grant Funding Opportunities API,http://data.ojp.gov/services/ppi/includes/API/FundingAPI.htm,,,
Department of Labor,---,---,Developer.DOL.gov APIs,http://developer.dol.gov,,https://developer.dol.gov/,
Department of Labor,Bureau of Labor Statistics,---,Public Data API,http://www.bls.gov/developers/,,https://www.bls.gov/developers/,
Department of State,---,---,Foreign Per Diem Rates API,https://explore.data.gov/developers/docs/foreign-per-diem-rates-by-location,,,
Department of State,---,---,OPDS Catalog of Foreign Relations of the United States API,http://history.state.gov/developer/catalog,,https://history.state.gov/developer,https://www.state.gov/developer
Department of State,---,---,Travel Alerts and Travel Warnings,http://ec2-96-127-45-207.us-gov-west-1.compute.amazonaws.com/dataset/travel,,,
Department of State,---,---,US Passport Statistics,http://ec2-96-127-45-207.us-gov-west-1.compute.amazonaws.com/dataset/stati,,,
Department of State,---,---,Reference Data,http://ec2-96-127-45-207.us-gov-west-1.compute.amazonaws.com/dataset/reference-data,,,
Department of State,---,---,Select State.gov Data API,http://www.state.gov/api/v1/docs/,,,
Department of Transportation,Federal Aviation Administration,---,Airport Status,http://services.faa.gov/docs/services/airport/,Deprecated,https://services.faa.gov/,https://www.dot.gov/developer
Department of Transportation,Federal Aviation Administration,---,Aeronautic Product Release API,https://www.faa.gov/got_data/aero_data/,,,
Department of Transportation,Federal Railroad Administration,---,Federal Railroad Administration Public API,https://safetydata.fra.dot.gov/MasterWebService/PublicApi/,,,
Department of Transportation,Federal Railroad Administration,---,Highway-Rail Grade Crossing Accident/Incident Report (Form 57) API,https://safetydata.fra.dot.gov/MASTERWEBSERVICE/DatadownloadService.asmx?op=GetAccident57DataByRailroad,,,
Department of Transportation,Federal Railroad Administration,---,Rail Equipment Accident/Incident Report (Form 54) API,https://safetydata.fra.dot.gov/MASTERWEBSERVICE/DatadownloadService.asmx?op=GetAccident54DataByRailroad,,,
Department of Transportation,Federal Motor Carrier Safety Administration,---,SaferBus,https://mobile.fmcsa.dot.gov/developer/apidoc.page?cid=48,,https://mobile.fmcsa.dot.gov/developer,
Department of Transportation,National Highway Traffic Safety Administration,---,Product Information Catalog Vehicle Listing (VIN) API,https://vpic.nhtsa.dot.gov/api/,,,
Department of Transportation,National Highway Traffic Safety Administration,---,Child Safety Seat Inspection Station Locator API,http://www.nhtsa.gov/webapi/Default.aspx?CSSIStations/API/80,,,
Department of Transportation,National Highway Traffic Safety Administration,---,Civil Penalty Payments API,http://www.nhtsa.gov/webapi/Default.aspx?CivilPenalties/API/251,,,
Department of Transportation,National Highway Traffic Safety Administration,---,New Car Assessment Program - 5 Star Safety Ratings API,http://www.nhtsa.gov/webapi/Default.aspx?SafetyRatings/API/5,,,
Department of Transportation,National Highway Traffic Safety Administration,---,Office of Defects Investigation Complaints API,http://www.nhtsa.gov/webapi/Default.aspx?Complaints/API/81,,,
Department of Transportation,National Highway Traffic Safety Administration,---,Office of Defects Investigation Recalls,http://www.nhtsa.gov/webapi/Default.aspx?Recalls/API/83,,,
Department of the Treasury,Bureau of Engraving and Printing,---,Annual Currency Production by Denomination API,https://explore.data.gov/developers/docs/annual-production-figures-of-united-states-currency,,,
Department of the Treasury,Bureau of the Fiscal Service,---,Debt Information API,http://www.treasurydirect.gov/webapis/webapisdebt.htm,,https://www.treasurydirect.gov/webapis/webapisindex.htm,
Department of the Treasury,Bureau of the Fiscal Service,---,Treasury Security Information,http://www.treasurydirect.gov/webapis/webapisecurities.htm,,,https://www.treasury.gov/developer
Department of the Treasury,Internal Revenue Service,---,SOI County-to-County Outflow Migration Data API,https://explore.data.gov/developers/docs/irs-county-to-county-annual-migration-data-outflow-2004-2010,,,
Department of the Treasury,Internal Revenue Service,---,SOI County-to-County Inflow Migration Data API,https://explore.data.gov/developers/docs/irs-county-to-county-annual-migration-data-inflow-2004-2010,,,
Department of Veterans Affairs,---,---,Email Utilities API,http://www1.va.gov/webservices/email/documentation/utilities.cfm,,,
Department of Veterans Affairs,---,---,Posttraumatic Stress Disorder Programs API,http://www.va.gov/webservices/PTSD/documentation/PTSD.cfm,,,https://www.va.gov/developer
Department of Veterans Affairs,---,---,Press Release API,http://www.va.gov/webservices/press/documentation/releases.cfm,,,
Department of Veterans Affairs,---,---,VA Facilities API,http://www1.va.gov/webservices/fandl/documentation/fandl.cfm,,,
Department of Veterans Affairs,---,---,VetSuccess API,http://www.vetsuccess.gov/assets/VetSuccess-Web_Service_Integration_Manual.pdf,,,
Department of Veterans Affairs,---,---,Digits-2-Digits Technical Resources,http://www.innovation.va.gov/program-d2d.html,,,
Department of Veterans Affairs,---,---,Resources API,https://www.nrd.gov/home/api/resources,,https://www.nrd.gov/home/api,
Department of Veterans Affairs,---,---,Veterans Job Bank Search API,https://www.nrd.gov/home/api/veterans_job_search,,,
Department of Veterans Affairs,National Cemetary Administration,---,Nationwide Gravesite Locations API,https://explore.data.gov/developers/docs/veterans-burial-sites,,,
---,Consumer Financial Protection Bureau,---,Consumer Complaint Database,http://cfpb.github.io/api/ccdb/,,,
---,Consumer Financial Protection Bureau,---,Home Mortgage Disclosure Act API,http://cfpb.github.io/api/hmda/,,https://www.consumerfinance.gov/developers/,
---,Consumer Product Safety Commission,---,Recalls API,http://www.cpsc.gov/en/Recalls/CPSC-Recalls-Application-Program-Interface-API-Information/,,,
---,Consumer Product Safety Commission,---,SaferProducts.gov API,http://www.saferproducts.gov/faq-developers.aspx,,,
---,Consumer Product Safety Commission,---,Import and Marketplace Violation Data API,https://opendata.cpsc.gov/opendataApi/apidocs/api-guide,,,
---,Consumer Product Safety Commission,---,National Electronic Injury Surveillance System (NEISS),https://opendata.cpsc.gov/opendataApi/apidocs/api-guide,,,
---,Enviromental Protection Agency,---,Envirofacts API,http://www.epa.gov/developer/ef_api.html,,https://www.epa.gov/developer/,
---,Enviromental Protection Agency,---,Environmental Dataset Gateway,https://edg.epa.gov/metadata/catalog/components/components.page,,,
---,Enviromental Protection Agency,---,Energy Star 3rd-Party Certification,http://www.energystar.gov/index.cfm?c=third_party_certification.tpc_xml_forms,,https://data.energystar.gov/developers,
---,Enviromental Protection Agency,---,Energy Star Automated Benchmarking System API,http://www.energystar.gov/index.cfm?c=spp_res.pt_host_preview_doc,,,
---,Enviromental Protection Agency,---,Energy Star Certified Cloths Washers,https://data.energystar.gov/developers/docs/energy-star-certified-clothes-washers,,,
---,Enviromental Protection Agency,---,Energy Star Certified Cordless Phones,https://data.energystar.gov/developers/docs/certified-cordless-phones,,,
---,Enviromental Protection Agency,---,Energy Star Certified Residential Dishwashers,https://data.energystar.gov/developers/docs/energy-star-certified-residential-dishwashers,,,
---,Enviromental Protection Agency,---,Energy Star Certified Roof Products,https://data.energystar.gov/developers/docs/energy-star-certified-roof-products,,,
---,Enviromental Protection Agency,---,Energy Star Certified Geothermal Heatpumps,https://data.energystar.gov/developers/docs/energy-star-certified-geothermal-heatpumps,,,
---,Enviromental Protection Agency,---,Energy Star Certified Air Cleaners,https://data.energystar.gov/developers/docs/energy-star-certified-room-air-cleaners,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Basic Account Services,http://portfoliomanager.energystar.gov/webservices/home/api/account,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Connection/Share Services,http://portfoliomanager.energystar.gov/webservices/home/api/connection,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Property Services,http://portfoliomanager.energystar.gov/webservices/home/api/property,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Building Services,http://portfoliomanager.energystar.gov/webservices/home/api/building,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Property Use Services,http://portfoliomanager.energystar.gov/webservices/home/api/propertyUse,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Meter Services,http://portfoliomanager.energystar.gov/webservices/home/api/meter,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Reporting Services,http://portfoliomanager.energystar.gov/webservices/home/api/reporting,,,
---,Enviromental Protection Agency,---,Energy Star Portfolio Manager Target Finder Services,http://portfoliomanager.energystar.gov/webservices/home/api/targetFinder,,,
---,Enviromental Protection Agency,---,My Right to Know API,http://epa.gov/developer/myRTK.html,,,
